亦庄开发区|大兴其它|旧宫镇 上林苑 南北通透 三居室 快速公交一号线 |上林苑| | 3室1厅 | 126.38平米 | 南 北 | 简装|高楼层(共6层)  2002年建板楼  -  |大兴其它|350万|单价27695元/平米
亦庄开发区|大兴其它|富力丹麦小镇 2室1厅 260万|富力丹麦小镇| | 2室1厅 | 102.87平米 | 西南 | 其他|中楼层(共12层)  2011年建板楼  -  |大兴其它|260万|单价25275元/平米
亦庄开发区|大兴其它|富力丹麦小镇 4室2厅 600万|富力丹麦小镇| | 4室2厅 | 180平米 | 东 南 北 | 精装|低楼层(共4层)  2011年建  -  |大兴其它|600万|单价33334元/平米
亦庄开发区|大兴其它|楼层位置佳。精装修，未曾入住，远离京开|富力丹麦小镇| | 3室2厅 | 114平米 | 南 | 精装|低楼层(共11层)  2011年建板楼  -  |大兴其它|270万|单价23685元/平米
亦庄开发区|大兴其它|龙熙顺景满五年 有装修西南向二居|龙熙顺景| | 2室2厅 | 127平米 | 西南 | 简装|低楼层(共15层)  2006年建  -  |大兴其它|200万|单价15749元/平米
亦庄开发区|大兴其它|金色漫香郡 2室1厅 270万|金色漫香郡| | 2室1厅 | 90.6平米 | 南 北 | 其他|中楼层(共8层)  2012年建板塔结合  -  |大兴其它|270万|单价29802元/平米
亦庄开发区|大兴其它|金色漫香郡 2室2厅 260万|金色漫香郡| | 2室2厅 | 85平米 | 南 | 其他|中楼层(共8层)  2012年建板塔结合  -  |大兴其它|260万|单价30589元/平米
亦庄开发区|大兴其它|金色漫香郡 3室2厅 415万|金色漫香郡| | 3室2厅 | 133平米 | 南 北 | 其他|高楼层(共6层)  2012年建板楼  -  |大兴其它|415万|单价31204元/平米
亦庄开发区|大兴其它|团河行宫独栋别墅 尊享秀美庄园 共品异国文化|198别墅区| | 5室3厅 | 337平米 | 南 北 | 精装|低楼层(共2层)  2009年建  -  |大兴其它|1250万|单价37092元/平米
亦庄开发区|大兴其它|首座御园二期一层低总价两居室业主诚售|首座御园二区二期| | 1室1厅 | 79平米 | 东 西 | 其他|低楼层(共14层)    -  |大兴其它|160万|单价20254元/平米
亦庄开发区|大兴其它|天堂河  低总价  四层  业主诚心出售|天堂河| | 2室1厅 | 58.6平米 | 东 西 | 简装|中楼层(共6层)  1994年建板楼  -  |大兴其它|130万|单价22185元/平米
亦庄开发区|大兴其它|独栋别墅，花园300多平，一期别墅，毛坯房|独墅逸致| | 4室2厅 | 226平米 | 南 北 | 其他|低楼层(共2层)  2005年建  -  |大兴其它|750万|单价33186元/平米
亦庄开发区|大兴其它|富力丹麦小镇 6室4厅 1800万|富力丹麦小镇| | 6室4厅 | 491.53平米 | 东 南 西 北 | 其他|低楼层(共3层)  2011年建  -  |大兴其它|1800万|单价36621元/平米
亦庄开发区|大兴其它|i立方 1室1厅 108万|i立方| | 1室1厅 | 57平米 | 东北 | 其他|低楼层(共12层)  2012年建塔楼  -  |大兴其它|108万|单价18948元/平米
亦庄开发区|大兴其它|富力飞常HAOS 4室2厅 400万|富力飞常HAOS| | 4室2厅 | 88平米 | 东北 | 其他|低楼层(共3层)  板楼  -  |大兴其它|400万|单价45455元/平米
亦庄开发区|大兴其它|蓝天花园 1室1厅 195万|蓝天花园| | 1室1厅 | 92平米 | 南 | 其他|低楼层(共12层)  板塔结合  -  |大兴其它|195万|单价21196元/平米
亦庄开发区|大兴其它|一品嘉园 2室1厅 245万|一品嘉园| | 2室1厅 | 84平米 | 南 北 | 其他|高楼层(共6层)  2012年建板楼  -  |大兴其它|245万|单价29167元/平米
亦庄开发区|大兴其它|天堂河 3室1厅 220万|天堂河| | 3室1厅 | 130平米 | 南 北 | 其他|高楼层(共6层)  2007年建板楼  -  |大兴其它|220万|单价16924元/平米
亦庄开发区|大兴其它|独墅逸致 4室2厅 1000万|独墅逸致| | 4室2厅 | 260平米 | 南 北 | 其他|低楼层(共2层)    -  |大兴其它|1000万|单价38462元/平米
亦庄开发区|大兴其它|金色漫香郡 3室2厅 420万|金色漫香郡| | 3室2厅 | 138平米 | 南 北 | 其他|中楼层(共6层)  2012年建板楼  -  |大兴其它|420万|单价30435元/平米
亦庄开发区|大兴其它|金色漫香郡 2室1厅 268万|金色漫香郡| | 2室1厅 | 85平米 | 南 | 其他|低楼层(共10层)  2012年建板塔结合  -  |大兴其它|268万|单价31530元/平米
亦庄开发区|大兴其它|一品嘉园 2室1厅 190万|一品嘉园| | 2室1厅 | 88平米 | 南 | 其他|低楼层(共6层)  2012年建板楼  -  |大兴其它|190万|单价21591元/平米
亦庄开发区|大兴其它|叠拼别墅 豪华精装 封闭管理 满两年 车位充足|龙熙顺景| | 5室2厅 | 153平米 | 北 南 | 其他|中楼层(共4层)  2006年建  -  |大兴其它|418万|单价27321元/平米
亦庄开发区|大兴其它|独墅逸致  精装 带300平小院 业主诚售|独墅逸致| | 6室2厅 | 263平米 | 南 北 | 精装|低楼层(共3层)  2003年建  -  |大兴其它|860万|单价32700元/平米
亦庄开发区|大兴其它|一品嘉园 2室1厅 195万|一品嘉园| | 2室1厅 | 87平米 | 南 北 | 其他|中楼层(共5层)  2012年建板楼  -  |大兴其它|195万|单价22414元/平米
亦庄开发区|大兴其它|格林云墅 5室2厅 830万|格林云墅| | 5室2厅 | 231平米 | 南 北 | 其他|高楼层(共4层)  2015年建  -  |大兴其它|830万|单价35931元/平米
亦庄开发区|大兴其它|i立方 1室2厅 160万|i立方| | 1室2厅 | 65平米 | 东 | 其他|中楼层(共12层)  2012年建塔楼  -  |大兴其它|160万|单价24616元/平米
亦庄开发区|大兴其它|i立方 2室1厅 130万|i立方| | 2室1厅 | 67.56平米 | 南 | 其他|高楼层(共12层)  2012年建塔楼  -  |大兴其它|130万|单价19243元/平米
亦庄开发区|大兴其它|i立方 2室1厅 150万|i立方| | 2室1厅 | 89平米 | 东南 南 西南 | 其他|高楼层(共12层)  2012年建塔楼  -  |大兴其它|150万|单价16854元/平米
亦庄开发区|大兴其它|丽水佳园 7室3厅 1000万|丽水佳园| | 7室3厅 | 230平米 | 东 南 西 北 | 其他|低楼层(共2层)    -  |大兴其它|1000万|单价43479元/平米
亦庄开发区|大兴其它|i立方 2室1厅 105万|i立方| | 2室1厅 | 56平米 | 东 | 其他|高楼层(共12层)  2012年建塔楼  -  |大兴其它|105万|单价18750元/平米
亦庄开发区|大兴其它|御园小区 2室1厅 152万|御园小区| | 2室1厅 | 76.17平米 | 南 北 | 简装|低楼层(共15层)  板塔结合  -  |大兴其它|152万|单价19956元/平米
亦庄开发区|大兴其它|富力丹麦小镇 5室1厅 1000万|富力丹麦小镇| | 5室1厅 | 360平米 | 南 北 | 其他|低楼层(共3层)    -  |大兴其它|1000万|单价27778元/平米
亦庄开发区|大兴其它|富力丹麦小镇 3室1厅 480万|富力丹麦小镇| | 3室1厅 | 186平米 | 南 | 其他|高楼层(共12层)  2011年建板楼  -  |大兴其它|480万|单价25807元/平米
亦庄开发区|大兴其它|一品嘉园 花园洋房 南北通透两居室|一品嘉园| | 2室2厅 | 88平米 | 南 北 | 精装|中楼层(共6层)  2012年建板楼  -  |大兴其它|215万|单价24432元/平米
亦庄开发区|大兴其它|富力童话时光 南北通透 交通便利|富力童话时光| | 5室2厅 | 160.65平米 | 南 北 | 其他|低楼层(共9层)  板楼  -  |大兴其它|300万|单价18675元/平米
亦庄开发区|大兴其它|富力丹麦小镇 独栋别墅 满两年原值850万 带一千平米院|富力丹麦小镇| | 5室2厅 | 380平米 | 南 北 | 其他|低楼层(共2层)    -  |大兴其它|1100万|单价28948元/平米
亦庄开发区|大兴其它|龙景湾两居室 业主诚意出售 中间楼层有电梯|龙熙顺景| | 2室2厅 | 112平米 | 东 南 | 毛坯|低楼层(共12层)  2004年建  -  |大兴其它|200万|单价17858元/平米
亦庄开发区|大兴其它|富力独栋别墅，送500平大花园，精装修|富力丹麦小镇| | 5室2厅 | 338平米 | 南 北 | 其他|地下室(共2层)  2011年建  -  |大兴其它|900万|单价26628元/平米
亦庄开发区|大兴其它|房子满五年  交通便利  带有花园|独墅逸致| | 5室2厅 | 200平米 | 南 北 | 其他|低楼层(共3层)  2007年建  -  |大兴其它|850万|单价42500元/平米
亦庄开发区|大兴其它|一品嘉园 低密度 花园洋房 南北通透两居室|一品嘉园| | 2室2厅 | 88平米 | 南 西北 | 其他|中楼层(共6层)  2012年建板楼  -  |大兴其它|230万|单价26137元/平米
亦庄开发区|大兴其它|二期独栋别墅 方正大花园400平米|独墅逸致| | 4室2厅 | 200平米 | 南 北 | 其他|低楼层(共2层)    -  |大兴其它|760万|单价38000元/平米
亦庄开发区|大兴其它|龙熙顺景 1层2层下叠 带前后花园|龙熙顺景| | 4室1厅 | 184.92平米 | 南 北 | 其他|低楼层(共4层)    -  |大兴其它|495万|单价26769元/平米
亦庄开发区|大兴其它|黄村，富力丹麦小镇，独栋别墅，精装修，|富力丹麦小镇| | 6室3厅 | 360平米 | 南 北 | 其他|地下室(共2层)  2011年建  -  |大兴其它|1200万|单价33334元/平米
亦庄开发区|大兴其它|独墅逸致独栋别墅，小独栋•大庭院|独墅逸致| | 5室2厅 | 800平米 | 南 北 | 精装|地下室(共2层)  2007年建  -  |大兴其它|1200万|单价15000元/平米
亦庄开发区|大兴其它|富力丹麦小镇 紧邻水系 豪华装修 |富力丹麦小镇| | 5室2厅 | 379平米 | 南 北 | 其他|地下室(共2层)  2011年建  -  |大兴其它|1200万|单价31663元/平米
亦庄开发区|大兴其它|富力丹麦小镇 独栋别墅 满两年 一层带花园|富力丹麦小镇| | 5室0厅 | 360平米 | 南 北 | 其他|低楼层(共4层)  2011年建  -  |大兴其它|1100万|单价30556元/平米
亦庄开发区|大兴其它|富力丹麦小镇 独栋别墅 满两年原值900万 带300多平院|富力丹麦小镇| | 3室2厅 | 460平米 | 南 北 | 其他|低楼层(共2层)  2011年建  -  |大兴其它|1500万|单价32609元/平米
亦庄开发区|大兴其它|一品嘉园 南北通透 两居室 低总价|一品嘉园| | 2室1厅 | 88平米 | 南 北 | 简装|高楼层(共6层)  2012年建板楼  -  |大兴其它|190万|单价21591元/平米
亦庄开发区|大兴其它|龙熙顺景，精装修，独栋别墅，1000平米大花园|龙熙顺景| | 6室3厅 | 430平米 | 南 北 | 精装|低楼层(共3层)    -  |大兴其它|1400万|单价32559元/平米
亦庄开发区|大兴其它|一期独栋别墅 方正大花园350平米|独墅逸致| | 5室2厅 | 357平米 | 南 北 | 精装|低楼层(共3层)  2003年建  -  |大兴其它|1200万|单价33614元/平米
亦庄开发区|大兴其它|富力丹麦小镇  一层大两居  环境好|富力丹麦小镇| | 2室2厅 | 96平米 | 南 | 其他|低楼层(共19层)  2011年建板楼  -  |大兴其它|235万|单价24480元/平米
亦庄开发区|大兴其它|团河行宫独栋别墅 一步一经典，一日忆百年|198别墅区| | 5室2厅 | 379.43平米 | 南 北 | 精装|低楼层(共2层)  2009年建  -  |大兴其它|1400万|单价36898元/平米
亦庄开发区|大兴其它|独墅逸致  南北通透  有地下室|独墅逸致| | 3室3厅 | 408.57平米 | 南 北 | 其他|低楼层(共2层)  2002年建  -  |大兴其它|1100万|单价26924元/平米
亦庄开发区|大兴其它|以艺术打造外型，以品质建构内涵----团河行宫别墅|198别墅区| | 5室3厅 | 483平米 | 南 北 | 精装|低楼层(共3层)  2009年建  -  |大兴其它|1550万|单价32092元/平米
亦庄开发区|大兴其它|富力丹麦小镇 纯南向两居室精装|富力丹麦小镇| | 2室1厅 | 103平米 | 南 | 其他|低楼层(共12层)  2011年建板楼  -  |大兴其它|245万|单价23787元/平米
亦庄开发区|大兴其它|富力丹麦小镇，满两年三居室，精装修|富力丹麦小镇| | 3室2厅 | 135平米 | 南 北 | 精装|高楼层(共12层)  2011年建板楼  -  |大兴其它|330万|单价24445元/平米
亦庄开发区|大兴其它|大兴 独墅逸致三期（丽水佳园)独栋别墅带300平米花园|丽水佳园| | 3室1厅 | 256平米 | 南 | 毛坯|地下室(共3层)    -  |大兴其它|780万|单价30469元/平米
亦庄开发区|大兴其它|龙熙顺景 4室2厅 880万|龙熙顺景| | 4室2厅 | 403平米 | 南 北 | 毛坯|低楼层(共3层)  2006年建  -  |大兴其它|880万|单价21837元/平米
亦庄开发区|大兴其它|首座御园二区二期 3室2厅 345万|首座御园二区二期| | 3室2厅 | 120平米 | 南 北 | 其他|高楼层(共12层)    -  |大兴其它|345万|单价28750元/平米
亦庄开发区|大兴其它|龙熙顺景 4室2厅 245万|龙熙顺景| | 4室2厅 | 180平米 | 东 南 西 | 简装|低楼层(共15层)  2005年建  -  |大兴其它|245万|单价13612元/平米
亦庄开发区|大兴其它|龙熙顺景 5室2厅 450万|龙熙顺景| | 5室2厅 | 214平米 | 东 南 北 | 精装|中楼层(共4层)  2003年建  -  |大兴其它|450万|单价21029元/平米
亦庄开发区|大兴其它|龙熙顺景 2室2厅 225万|龙熙顺景| | 2室2厅 | 113平米 | 西 北 | 其他|中楼层(共7层)  2006年建  -  |大兴其它|225万|单价19912元/平米
亦庄开发区|大兴其它|一品嘉园 2室1厅 205万|一品嘉园| | 2室1厅 | 89平米 | 南 | 其他|低楼层(共6层)  2012年建板楼  -  |大兴其它|205万|单价23034元/平米
亦庄开发区|大兴其它|龙熙顺景 2室1厅 253万|龙熙顺景| | 2室1厅 | 112.17平米 | 南 西 | 其他|高楼层(共12层)  2004年建  -  |大兴其它|253万|单价22556元/平米
亦庄开发区|大兴其它|团河苑 3室1厅 260万|团河苑| | 3室1厅 | 81平米 | 南 北 | 其他|中楼层(共4层)  1984年建板楼  -  |大兴其它|260万|单价32099元/平米
亦庄开发区|大兴其它|龙熙顺景 4室2厅 310万|龙熙顺景| | 4室2厅 | 200平米 | 东 西 北 | 精装|低楼层(共8层)  2003年建  -  |大兴其它|310万|单价15500元/平米
亦庄开发区|大兴其它|龙熙顺景 2室1厅 224万|龙熙顺景| | 2室1厅 | 113.8平米 | 南 北 | 精装|低楼层(共15层)  2005年建  -  |大兴其它|224万|单价19684元/平米
亦庄开发区|大兴其它|格林云墅 5室2厅 720万|格林云墅| | 5室2厅 | 230平米 | 南 北 | 其他|中楼层(共4层)  2015年建  -  |大兴其它|720万|单价31305元/平米
亦庄开发区|大兴其它|i立方 2室1厅 130万|i立方| | 2室1厅 | 68平米 | 东南 | 其他|中楼层(共12层)  2012年建塔楼  -  |大兴其它|130万|单价19118元/平米
亦庄开发区|大兴其它|一品嘉园 3室1厅 200万|一品嘉园| | 3室1厅 | 88.39平米 | 南 北 | 其他|高楼层(共6层)  2012年建板楼  -  |大兴其它|200万|单价22627元/平米
亦庄开发区|大兴其它|一品嘉园 2室2厅 205万|一品嘉园| | 2室2厅 | 88.3平米 | 南 北 | 其他|高楼层(共6层)  2012年建板楼  -  |大兴其它|205万|单价23217元/平米
亦庄开发区|大兴其它|i立方 1室0厅 275万|i立方| | 1室0厅 | 140平米 | 南 | 其他|低楼层(共11层)  2012年建塔楼  -  |大兴其它|275万|单价19643元/平米
亦庄开发区|大兴其它|一品嘉园 2室1厅 215万|一品嘉园| | 2室1厅 | 86平米 | 南 北 | 其他|低楼层(共6层)  2012年建板楼  -  |大兴其它|215万|单价25000元/平米
亦庄开发区|大兴其它|金色漫香郡 3室2厅 520万|金色漫香郡| | 3室2厅 | 157平米 | 南 北 | 其他|低楼层(共6层)    -  |大兴其它|520万|单价33122元/平米
亦庄开发区|大兴其它|隆盛园 3室2厅 190万|隆盛园| | 3室2厅 | 135平米 | 南 北 | 其他|高楼层(共6层)  2004年建板楼  -  |大兴其它|190万|单价14075元/平米
亦庄开发区|马驹桥|金地格林6 洋房复式，送40平花园，满五唯一|金地格林6| | 3室2厅 | 240平米 | 南 北 | 精装|低楼层(共5层)  2008年建板楼  -  |马驹桥|600万|单价25000元/平米
亦庄开发区|马驹桥|联排 业主在在北京发展 免税 看房随时 诚售|天鹅堡| | 3室2厅 | 235平米 | 南 | 毛坯|低楼层(共3层)  2007年建  -  |马驹桥|595万|单价25320元/平米
亦庄开发区|马驹桥|天鹅堡联排别墅 满五唯一 精装修 南花园北车库 |天鹅堡| | 3室2厅 | 236.79平米 | 南 北 | 精装|低楼层(共3层)  2007年建  -  |马驹桥|680万|单价28718元/平米
亦庄开发区|马驹桥|融科香雪兰溪洋房南北通透大三居|融科香雪兰溪| | 3室2厅 | 147平米 | 南 北 | 精装|中楼层(共5层)  2009年建板楼  -  |马驹桥|420万|单价28572元/平米
亦庄开发区|马驹桥|小区中间位置 南北通透 双卧室朝南眼镜户型 满五唯一|莲水怡园| | 3室2厅 | 131.92平米 | 南 北 | 精装|高楼层(共6层)  2004年建板楼  -  |马驹桥|290万|单价21984元/平米
亦庄开发区|马驹桥|联排别墅业主自己扩建 有花园 满五唯一|天鹅堡| | 3室3厅 | 249平米 | 南 北 | 简装|低楼层(共3层)  2007年建  -  |马驹桥|650万|单价26105元/平米
亦庄开发区|马驹桥|天鹅堡二期联排中间户 精装修 采光充足|天鹅堡| | 4室2厅 | 235平米 | 南 北 | 精装|低楼层(共3层)  2007年建  -  |马驹桥|730万|单价31064元/平米
