大兴|长阳|原香小镇 南北通透两居 全明格局 满五唯一 随时签约|原香小镇一区| | 2室1厅 | 88平米 | 南 北 | 精装|中楼层(共10层)  2010年建板楼  -  |长阳|238万|单价27046元/平米
大兴|长阳|紫云家园 南北通透三居 双卧客厅朝南 满二 观景房|紫云家园| | 3室2厅 | 166.35平米 | 南 北 | 精装|低楼层(共15层)  2013年建板塔结合  -  |长阳|670万|单价40277元/平米
大兴|长阳|徜徉集 南北通透 精美装修 黄金比例刚需户型！|徜徉嘉园5号院| | 3室1厅 | 90.55平米 | 南 北 | 精装|中楼层(共8层)  2013年建板楼  -  |长阳|350万|单价38653元/平米
大兴|长阳|满五唯一  投资首选  免双税 看房随时|碧桂园小区C区| | 2室1厅 | 91.73平米 | 南 北 | 简装|低楼层(共11层)  2006年建板楼  -  |长阳|189万|单价20604元/平米
大兴|长阳|南北通透小三居 满两年 环境好|徜徉嘉园5号院| | 3室1厅 | 91平米 | 南 北 | 精装|中楼层(共8层)  2013年建板楼  -  |长阳|340万|单价37363元/平米
大兴|长阳|长阳翠林漫步南北通透  豪华装修 全明大三居室|翠林漫步| | 3室2厅 | 146平米 | 南 北 | 精装|高楼层(共11层)  2011年建板楼  -  |长阳|400万|单价27398元/平米
大兴|长阳|原香小镇 一层带花园 送下跃相等面积 精装 中心位置|原香小镇二区| | 3室2厅 | 89.78平米 | 东 南 北 | 精装|低楼层(共6层)  2010年建板楼  -  |长阳|310万|单价34529元/平米
大兴|长阳|芭蕾雨小三居，带花园，赠送下跃|芭蕾雨悦都南区| | 3室1厅 | 89.11平米 | 南 北 | 毛坯|低楼层(共9层)  2012年建板楼  -  |长阳|345万|单价38717元/平米
大兴|长阳|溪雅苑二区，精装两居，南北通透，满五唯一|九洲溪雅苑二区| | 2室1厅 | 109平米 | 南 北 | 精装|中楼层(共14层)  2009年建板塔结合  -  |长阳|260万|单价23854元/平米
大兴|长阳|碧桂园三期 精装 南北通透 三居室|碧桂园小区C区| | 3室2厅 | 117平米 | 南 北 | 精装|高楼层(共9层)  2006年建板楼  -  |长阳|280万|单价23932元/平米
大兴|长阳|满五唯一，免增值税、个人所得税|长龙苑小区| | 3室1厅 | 103平米 | 南 北 | 其他|中楼层(共6层)  2000年建板楼  -  |长阳|248万|单价24078元/平米
大兴|长阳|加州东区 南北通透三居室 精装修 诚心出售|加州水郡二期| | 3室2厅 | 143平米 | 南 北 | 精装|低楼层(共9层)  2004年建板塔结合  -  |长阳|330万|单价23077元/平米
大兴|长阳|万科精装一层带院两居，南北通透北京小学的学区房|长阳半岛4号院| | 2室1厅 | 68平米 | 南 北 | 精装|低楼层(共9层)  2013年建板楼  -  |长阳|265万|单价38971元/平米
大兴|长阳|南北通透复式4居室 业主诚心出售 明厨明卫 紧邻地铁|芭蕾雨悦都北区| | 4室2厅 | 78.71平米 | 南 北 | 精装|高楼层(共9层)  2012年建板楼  -  |长阳|330万|单价41927元/平米
大兴|长阳|加州水郡 南北通透 三居室 户型方正 |加州水郡四期| | 3室2厅 | 91.56平米 | 南 北 | 精装|低楼层(共11层)  2011年建板楼  -  |长阳|220万|单价24028元/平米
大兴|长阳|芭蕾雨悦都 南北通透大三居 紧临篱笆房地铁 税费少！|芭蕾雨悦都南区| | 3室2厅 | 137平米 | 南 北 | 毛坯|低楼层(共9层)  2012年建板楼  -  |长阳|450万|单价32847元/平米
大兴|长阳|加州水郡三期 2室2厅 300万|加州水郡三期| | 2室2厅 | 118平米 | 南 北 | 精装|中楼层(共14层)  2009年建板塔结合  -  |长阳|300万|单价25424元/平米
大兴|长阳|长阳半岛3号院 3室1厅 472万|长阳半岛3号院| | 3室1厅 | 119平米 | 南 北 | 精装|中楼层(共9层)  2012年建板楼  -  |长阳|472万|单价39664元/平米
大兴|长阳|加州水郡三期南北通透的两居，看房有钥匙。|加州水郡三期| | 2室1厅 | 86.15平米 | 南 北 | 精装|高楼层(共10层)  2009年建板塔结合  -  |长阳|230万|单价26698元/平米
大兴|长阳|长阳国际二区 南北通透三居室 地铁房 满两年|馨然嘉园二区| | 3室1厅 | 89.25平米 | 东 南 北 | 毛坯|高楼层(共20层)  2012年建板塔结合  -  |长阳|283万|单价31709元/平米
大兴|长阳|【荐】长阳半岛  南北通透两居  主力户型   |长阳半岛2号院| | 2室1厅 | 87.65平米 | 南 北 | 精装|中楼层(共28层)  2011年建板塔结合  -  |长阳|285万|单价32516元/平米
大兴|长阳|小区中心位置，中间楼层，购房原值高，税费少。|加州水郡四期| | 2室1厅 | 92.99平米 | 西北 | 精装|中楼层(共14层)  2011年建板楼  -  |长阳|190万|单价20433元/平米
大兴|长阳|芭蕾雨悦都南北三居 房本满两年 |芭蕾雨悦都北区| | 3室2厅 | 87.97平米 | 南 北 | 简装|中楼层(共9层)  2012年建板楼  -  |长阳|272万|单价30920元/平米
大兴|长阳|碧桂园一区  南北通透   顶层复式|碧桂园小区A区| | 3室2厅 | 128平米 | 南 北 | 精装|高楼层(共6层)  2002年建板楼  -  |长阳|223万|单价17422元/平米
大兴|长阳|碧桂园小区C区 2室1厅 240万|碧桂园小区C区| | 2室1厅 | 118.57平米 | 南 | 精装|高楼层(共16层)  2007年建板塔结合  -  |长阳|240万|单价20242元/平米
大兴|长阳|禾香雅园，小复式，精装出售可拎包入住。|禾香雅园| | 3室1厅 | 87平米 | 南 北 | 精装|高楼层(共8层)  板楼  -  |长阳|278万|单价31955元/平米
大兴|长阳|芭蕾雨悦都 南北三居 带下沉庭院 原值高 改善首选|芭蕾雨悦都南区| | 3室2厅 | 89平米 | 南 北 | 精装|低楼层(共9层)  2012年建板楼  -  |长阳|370万|单价41574元/平米
大兴|长阳|翠林漫步南北通透两居室 赠送阁楼  精装修 |翠林漫步| | 3室1厅 | 88.63平米 | 南 北 | 精装|高楼层(共10层)  2011年建板楼  -  |长阳|310万|单价34977元/平米
大兴|长阳|【满两年】馨然嘉园，免营业税，位置好，诚心出售|馨然嘉园三区| | 3室1厅 | 89平米 | 南 北 | 简装|高楼层(共15层)  2012年建板楼  -  |长阳|265万|单价29776元/平米
大兴|长阳|长阳半岛精装两居出售   房本满2年 长阳地铁|长阳半岛2号院| | 2室1厅 | 89.33平米 | 南 西 北 | 精装|中楼层(共28层)  2010年建板塔结合  -  |长阳|300万|单价33584元/平米
大兴|长阳|此房已经满两年，高原值税费低，小区中间位置，|加州水郡四期| | 2室1厅 | 88.8平米 | 东南 | 其他|低楼层(共11层)  2011年建板楼  -  |长阳|205万|单价23086元/平米
大兴|长阳|婚房，南北通透，黄金楼层，精装拎包入住|禾香雅园| | 3室2厅 | 92.58平米 | 南 北 | 精装|中楼层(共8层)  板楼  -  |长阳|253万|单价27328元/平米
大兴|长阳|加州水郡南北通透，正规没角三居，看房有钥匙|加州水郡四期| | 3室1厅 | 91.06平米 | 南 北 | 精装|中楼层(共14层)  2011年建板楼  -  |长阳|232万|单价25478元/平米
大兴|长阳|加州水郡四期两居室 原值高 满两年 税费少|加州水郡四期| | 2室1厅 | 88.12平米 | 西 | 精装|高楼层(共15层)  2011年建塔楼  -  |长阳|185万|单价20995元/平米
大兴|长阳|原值高低税费  精装修大三居 给时效 可满2年过户|徜徉嘉园5号院| | 3室2厅 | 140.59平米 | 南 北 | 精装|低楼层(共16层)  2013年建板楼  -  |长阳|520万|单价36987元/平米
大兴|长阳|芭蕾雨悦都 南北通透 两居室 精品装修|芭蕾雨悦都北区| | 2室1厅 | 80平米 | 南 北 | 精装|低楼层(共9层)  2012年建板楼  -  |长阳|245万|单价30625元/平米
大兴|长阳|原香小镇 南北通透 毛坯 两居|原香小镇二区| | 2室1厅 | 86平米 | 南 北 | 毛坯|高楼层(共6层)  2010年建板楼  -  |长阳|245万|单价28489元/平米
大兴|长阳|南北朝向三居，业主诚意出售，可签约|馨然嘉园二区| | 3室2厅 | 89平米 | 南 北 | 简装|低楼层(共20层)  2012年建板塔结合  -  |长阳|275万|单价30899元/平米
大兴|长阳|长阳国际城南北三居 近地铁 诚心出售 看房随时|馨然嘉园三区| | 3室2厅 | 89.2平米 | 南 北 | 毛坯|高楼层(共15层)  2012年建板楼  -  |长阳|260万|单价29148元/平米
大兴|长阳|加州水郡 全南向大两居 高原值 低税费 诚意出售|加州水郡三期| | 2室2厅 | 90.66平米 | 南 西 | 精装|中楼层(共15层)  2009年建板塔结合  -  |长阳|218万|单价24046元/平米
大兴|长阳|加州水郡三期 二次装修 保持的好 没个税没增值税 |加州水郡三期| | 2室1厅 | 85平米 | 南 | 精装|低楼层(共12层)  2009年建板塔结合  -  |长阳|220万|单价25883元/平米
大兴|长阳|加州水郡西区 中楼层 正规一居室|加州水郡三期| | 1室1厅 | 59平米 | 西北 | 精装|高楼层(共11层)  2009年建板塔结合  -  |长阳|136万|单价23051元/平米
大兴|长阳|首开熙悦山  一层带花园  马上满两年|首开熙悦山熹园3号院| | 2室1厅 | 84平米 | 南 | 简装|低楼层(共21层)  2013年建板楼  -  |长阳|272万|单价32381元/平米
大兴|长阳|加州水郡，满五唯一，中心位置，离门口近，精装拎包住|加州水郡三期| | 3室2厅 | 136.95平米 | 东 西 北 | 精装|中楼层(共12层)  2009年建板塔结合  -  |长阳|272万|单价19862元/平米
大兴|长阳|加州水郡 精装两居 户型方正 眼睛户型|加州水郡三期| | 2室1厅 | 88平米 | 西 | 精装|低楼层(共15层)  2009年建板塔结合  -  |长阳|202万|单价22955元/平米
大兴|长阳|满二年精装修，业主自主保持的很好。南北通透的三居室|徜徉嘉园6号院| | 3室1厅 | 92.83平米 | 南 北 | 精装|低楼层(共11层)  2014年建板楼  -  |长阳|340万|单价36627元/平米
大兴|长阳|大宁山庄临水库别墅业主诚心出售|大宁山庄一区| | 3室1厅 | 245平米 | 南 北 | 毛坯|低楼层(共3层)  2005年建  -  |长阳|800万|单价32654元/平米
大兴|长阳|九洲溪雅苑，毛坯三居室，南北通透，|九洲溪雅苑一区| | 3室2厅 | 158平米 | 南 北 | 其他|低楼层(共12层)  2009年建板塔结合  -  |长阳|293万|单价18545元/平米
大兴|长阳|原香小镇 南北全明三居室 下跃赠送80平南向 有钥匙|原香小镇一区| | 3室2厅 | 125平米 | 南 北 | 精装|低楼层(共10层)  2010年建板楼  -  |长阳|350万|单价28000元/平米
大兴|长阳|价值洼地，满两年，地铁房，即买即住，重点学区房|馨然嘉园二区| | 2室1厅 | 81平米 | 南 | 简装|低楼层(共20层)  2012年建板塔结合  -  |长阳|245万|单价30247元/平米
大兴|长阳|万科精装修，西南北两居室，满两年，|长阳半岛1号院| | 2室1厅 | 89平米 | 西南 | 精装|低楼层(共21层)  2012年建塔楼  -  |长阳|290万|单价32585元/平米
大兴|长阳|万科 长阳半岛两居室 满两年 精装修|长阳半岛1号院| | 2室1厅 | 88.16平米 | 西南 | 精装|高楼层(共21层)  2012年建塔楼  -  |长阳|300万|单价34030元/平米
大兴|长阳|小三居户型 此房相当于毛坯房 楼座位置好 卧室带露台|原香小镇一区| | 2室2厅 | 93平米 | 南 | 简装|高楼层(共10层)  2010年建板楼  -  |长阳|245万|单价26345元/平米
大兴|长阳|芭蕾雨悦都 东西向 近地铁 近奥特莱斯 两居室|芭蕾雨悦都北区| | 2室1厅 | 81.59平米 | 东 西 | 精装|低楼层(共8层)  2012年建板楼  -  |长阳|235万|单价28803元/平米
大兴|长阳|全明格局 精装三居室 随时签约|长阳半岛3号院| | 3室1厅 | 100平米 | 西南 | 精装|低楼层(共18层)  2012年建塔楼  -  |长阳|360万|单价36000元/平米
大兴|长阳|原香小镇二期 稀缺满五年唯一 中楼层 精装大两居 |原香小镇二区| | 2室1厅 | 86.43平米 | 南 北 | 精装|未知楼层(共6层)  2010年建板楼  -  |长阳|250万|单价28926元/平米
大兴|长阳|加州水郡 满五唯一免税房 南北通透 自住精装房|加州水郡三期| | 2室1厅 | 86平米 | 南 北 | 精装|低楼层(共14层)  2009年建板塔结合  -  |长阳|239万|单价27791元/平米
大兴|长阳|长阳半岛3号院两居业主诚心出售 |长阳半岛3号院| | 2室1厅 | 85平米 | 东 西南 西 | 精装|低楼层(共9层)  2012年建板楼  -  |长阳|300万|单价35295元/平米
大兴|长阳|碧桂园小区二期顶层大复式业主诚意低价出售满两年有钥|碧桂园小区二区| | 5室1厅 | 206平米 | 南 北 | 其他|高楼层(共6层)  2006年建板楼  -  |长阳|320万|单价15534元/平米
大兴|长阳|加州水郡明厨明卫 送装修三居 送家具家电 无增值税|加州水郡三期| | 3室2厅 | 138.75平米 | 东 西 北 | 精装|中楼层(共12层)  2009年建板塔结合  -  |长阳|270万|单价19460元/平米
大兴|长阳|加州水郡 上下三层复式 精装修 户型方正|加州水郡三期| | 4室2厅 | 170.94平米 | 南 北 | 精装|低楼层(共14层)  2008年建板塔结合  -  |长阳|340万|单价19891元/平米
大兴|长阳|翠林漫步 南北通透  下跃户型 一层带花园|翠林漫步| | 2室1厅 | 89平米 | 南 北 | 毛坯|低楼层(共11层)  2011年建板楼  -  |长阳|300万|单价33708元/平米
大兴|长阳|加州水郡西区 南北通透 观景三居|加州水郡三期| | 3室1厅 | 116.71平米 | 南 北 | 其他|低楼层(共12层)  2009年建板塔结合  -  |长阳|265万|单价22706元/平米
大兴|长阳|明厨明卫 满五唯一 免税  景观效果好|碧桂园小区C区| | 2室1厅 | 93平米 | 西北 | 其他|高楼层(共16层)  2006年建板塔结合  -  |长阳|210万|单价22581元/平米
大兴|长阳|半岛家园 南北通透2居 带私家花园 满两年|长阳半岛4号院| | 2室1厅 | 68.01平米 | 南 北 | 精装|低楼层(共9层)  2013年建板楼  -  |长阳|265万|单价38965元/平米
大兴|长阳|加州一梯一户大三居，配合满五唯一，带地下室和车位|加州水郡三期| | 3室2厅 | 148平米 | 南 北 | 精装|中楼层(共14层)  2008年建板塔结合  -  |长阳|330万|单价22298元/平米
大兴|长阳|碧桂园小区C区 2室2厅 240万|碧桂园小区C区| | 2室2厅 | 118平米 | 南 北 | 精装|中楼层(共16层)  2007年建板塔结合  -  |长阳|240万|单价20339元/平米
大兴|长阳|加州水郡三期 西南两居室 业主自住 保持好 户型方针|加州水郡三期| | 2室1厅 | 92平米 | 西南 | 精装|高楼层(共14层)  2009年建板塔结合  -  |长阳|225万|单价24457元/平米
大兴|长阳|加州水郡二期 3室2厅 350万|加州水郡二期| | 3室2厅 | 162平米 | 南 北 | 简装|中楼层(共9层)  2004年建板塔结合  -  |长阳|350万|单价21605元/平米
大兴|长阳|正规四居室，客厅朝南带大阳台，没有抵押，随时过户|九洲溪雅苑二区| | 4室2厅 | 222.21平米 | 南 北 | 简装|低楼层(共13层)  2009年建板楼  -  |长阳|450万|单价20252元/平米
大兴|长阳|加州水郡三期满五唯一两居室 紧邻社区入口 出行方便|加州水郡三期| | 2室2厅 | 88平米 | 西 | 精装|低楼层(共14层)  2008年建塔楼  -  |长阳|200万|单价22728元/平米
大兴|长阳|原香小镇一区 2室1厅 240万|原香小镇一区| | 2室1厅 | 88.38平米 | 南 北 | 精装|中楼层(共10层)  2010年建板楼  -  |长阳|240万|单价27156元/平米
大兴|长阳|原香小镇 稀缺一层带花园 南北通透 精装修两居室|原香小镇二区| | 2室2厅 | 87.31平米 | 南 北 | 精装|低楼层(共6层)  2010年建板楼  -  |长阳|275万|单价31497元/平米
大兴|长阳|碧桂园小区C区 2室1厅 200万|碧桂园小区C区| | 2室1厅 | 85.66平米 | 东南 | 精装|低楼层(共16层)  2007年建板塔结合  -  |长阳|200万|单价23349元/平米
大兴|长阳|碧桂园3期   南北通透 双卫 满5唯一|碧桂园小区C区| | 2室2厅 | 104平米 | 南 北 | 精装|低楼层(共15层)  2007年建板楼  -  |长阳|245万|单价23558元/平米
大兴|长阳|长龙苑小区  满五唯一 南北通透两居 |长龙苑小区| | 2室1厅 | 81.36平米 | 南 北 | 精装|高楼层(共6层)  2006年建板楼  -  |长阳|185万|单价22739元/平米
大兴|长阳|碧桂园C区 满五年唯一  南北通透两居室 |碧桂园小区C区| | 2室1厅 | 93平米 | 南 北 | 简装|低楼层(共11层)  2006年建板楼  -  |长阳|220万|单价23656元/平米
大兴|长阳|拎包直接入住精装！全南向精装两居室，中高黄金楼层。|馨然嘉园二区| | 2室1厅 | 81.06平米 | 南 | 精装|中楼层(共20层)  2012年建板塔结合  -  |长阳|252万|单价31089元/平米
大兴|长阳|首开熙悦山 全南向两居 一层带花园 小区中心 随时看房|首开熙悦山熹园3号院| | 2室1厅 | 84平米 | 南 | 简装|低楼层(共21层)  2013年建板楼  -  |长阳|265万|单价31548元/平米
大兴|长阳|首开熙悦山 精装三居 满两年免增值税 次顶层 双卫设计|首开熙悦山熹园1号院| | 3室1厅 | 102平米 | 南 北 | 精装|高楼层(共9层)  2013年建板楼  -  |长阳|375万|单价36765元/平米
