海淀|安宁庄|阳光北里 免税 海淀实验二小学 楼龄新 靠谱签约|阳光北里| | 3室1厅 | 85.5平米 | 西 南 | 简装|高楼层(共18层)  1999年建塔楼  -  |安宁庄|450万|单价52632元/平米
海淀|安宁庄|清上园 1室1厅 390万|清上园| | 1室1厅 | 62.78平米 | 南 | 其他|低楼层(共19层)  2002年建板塔结合  -  |安宁庄|390万|单价62122元/平米
海淀|安宁庄|龙兴园南区 4室1厅 450万|龙兴园南区| | 4室1厅 | 143.6平米 | 南 | 简装|高楼层(共7层)  1998年建板楼  -  |安宁庄|450万|单价31338元/平米
海淀|安宁庄|安宁里南区 2室1厅 600万|安宁里南区| | 2室1厅 | 98平米 | 南 西 | 其他|低楼层(共18层)  1999年建塔楼  -  |安宁庄|600万|单价61225元/平米
海淀|安宁庄|金达园南北通透两居室，户型方正，小区中间位置|金达园| | 2室1厅 | 88.14平米 | 南 北 | 精装|高楼层(共6层)  1997年建板楼  -  |安宁庄|320万|单价36306元/平米
海淀|安宁庄|毛纺住宅北小区正规一居室，看房提前联系|毛纺住宅北小区| | 1室1厅 | 44平米 | 南 | 简装|低楼层(共7层)  1991年建板楼  -  |安宁庄|256万|单价58182元/平米
海淀|奥林匹克公园|澳林春天五期 西南向两居室 满五唯一 近奥森公园|澳林春天五期| | 2室2厅 | 115.03平米 | 西南 | 简装|低楼层(共24层)  2005年建塔楼  -  |奥林匹克公园|720万|单价62593元/平米
海淀|奥林匹克公园|澳林春天 南北通透两居 前后花园 安静舒适 随时入住|澳林春天一期| | 2室1厅 | 75.39平米 | 南 北 | 简装|高楼层(共6层)  1999年建板楼  -  |奥林匹克公园|485万|单价64333元/平米
海淀|奥林匹克公园|澳林春天一期 南北中间楼层 三居室|澳林春天一期| | 3室1厅 | 107.17平米 | 南 北 | 精装|中楼层(共6层)  2000年建板楼  -  |奥林匹克公园|685万|单价63918元/平米
海淀|奥林匹克公园|澳林春天五期 全南大2居 免税 紧邻公园|澳林春天五期| | 2室2厅 | 119.7平米 | 南 | 简装|低楼层(共24层)  2005年建塔楼  -  |奥林匹克公园|720万|单价60151元/平米
海淀|奥林匹克公园|澳林春天三期 毛坯大复式 业主诚售 学区房 看房随时|澳林春天三期| | 5室2厅 | 185.29平米 | 南 北 | 毛坯|高楼层(共7层)  2003年建板楼  -  |奥林匹克公园|1100万|单价59367元/平米
海淀|奥林匹克公园|澳林春天五期 精装西向大一居室 可改两居室 免税 |澳林春天五期| | 1室1厅 | 70.9平米 | 西 | 精装|中楼层(共24层)  2005年建塔楼  -  |奥林匹克公园|475万|单价66996元/平米
海淀|奥林匹克公园|美伦堡 顶层复式四居 南北通透 中间位置 诚意出售|美伦堡| | 4室3厅 | 317.61平米 | 南 北 | 精装|高楼层(共14层)  2008年建板楼  -  |奥林匹克公园|2100万|单价66119元/平米
海淀|奥林匹克公园|南北通透 次顶层采光 视野好 满五年唯一|澳景花庭| | 3室2厅 | 127.98平米 | 南 北 | 精装|高楼层(共11层)  2004年建板楼  -  |奥林匹克公园|860万|单价67198元/平米
海淀|奥林匹克公园|京师园  南北通透3居室 人车分流 |京师园| | 3室2厅 | 116.57平米 | 南 北 | 精装|低楼层(共21层)  2006年建板塔结合  -  |奥林匹克公园|930万|单价79781元/平米
海淀|奥林匹克公园|世茂楼王3居 全新 满5年唯一 方便看房|世茂奥临花园| | 3室2厅 | 199.25平米 | 南 北 | 精装|低楼层(共27层)  2008年建板塔结合  -  |奥林匹克公园|1320万|单价66249元/平米
海淀|奥林匹克公园|国奥村不临街大三居 满五唯一 看房随时|国奥村| | 3室2厅 | 222平米 | 南 北 | 精装|中楼层(共9层)  2007年建板楼  -  |奥林匹克公园|1800万|单价81082元/平米
海淀|奥林匹克公园|京师园诚售三居室  免税学区 小区中心位置|京师园| | 3室2厅 | 127平米 | 南 北 | 简装|低楼层(共13层)  2004年建板塔结合  -  |奥林匹克公园|1016万|单价80000元/平米
海淀|奥林匹克公园|观景房 电梯入户四居 满五年唯一无个税 带使用权车位|世茂奥临花园| | 4室2厅 | 264.93平米 | 南 北 | 精装|低楼层(共27层)  2008年建板塔结合  -  |奥林匹克公园|2000万|单价75492元/平米
海淀|奥林匹克公园|中高层高端两居 满五唯一送车位|世茂奥临花园| | 2室2厅 | 118平米 | 南 | 精装|低楼层(共28层)  2006年建板塔结合  -  |奥林匹克公园|780万|单价66102元/平米
海淀|奥林匹克公园|国奥村双通透三居室，满五唯一精装修，配套设施齐全。|国奥村| | 3室2厅 | 204.56平米 | 南 北 | 精装|低楼层(共6层)  2008年建板楼  -  |奥林匹克公园|1680万|单价82128元/平米
海淀|奥林匹克公园|澳林春天四期 不临街南北三居室 前后花园|澳林春天四期| | 3室2厅 | 156.55平米 | 南 北 | 精装|低楼层(共13层)  2002年建板楼  -  |奥林匹克公园|1260万|单价80486元/平米
海淀|奥林匹克公园|世茂奥临花园 全南两居室 高层观景 小区中心位置|世茂奥临花园| | 2室2厅 | 127.74平米 | 南 | 精装|中楼层(共28层)  2006年建板塔结合  -  |奥林匹克公园|830万|单价64976元/平米
海淀|奥林匹克公园|畅清园 免税两居室 学期房  提前电话联系  东西向|畅清园| | 2室1厅 | 73.54平米 | 东 西 | 简装|中楼层(共8层)  2001年建板楼  -  |奥林匹克公园|480万|单价65271元/平米
海淀|奥林匹克公园|畅清园 满五年唯一 低税费  北师附小学区 地铁8号线|畅清园| | 2室1厅 | 81.61平米 | 南 北 | 简装|中楼层(共7层)  2000年建板楼  -  |奥林匹克公园|480万|单价58817元/平米
海淀|奥林匹克公园|满五唯一，无抵押，有学区，接受换房|澳林春天二期| | 3室2厅 | 118.96平米 | 西北 | 精装|低楼层(共24层)  2000年建塔楼  -  |奥林匹克公园|790万|单价66409元/平米
海淀|奥林匹克公园|世纪龙祥家园 视野开阔 满五唯一 业主诚售|世纪龙祥嘉园| | 2室1厅 | 93.27平米 | 东 南 | 简装|中楼层(共14层)  2003年建塔楼  -  |奥林匹克公园|455万|单价48784元/平米
海淀|奥林匹克公园|国奥村诚意出售两居 满五年唯一 看房方便 顶层带露台|国奥村| | 2室2厅 | 125平米 | 南 北 | 精装|高楼层(共6层)  2007年建板楼  -  |奥林匹克公园|1560万|单价124800元/平米
海淀|奥林匹克公园|裕瑞轩 南北通透两居室 满五唯一|裕瑞轩| | 2室1厅 | 96平米 | 南 北 | 简装|低楼层(共15层)  2003年建板塔结合  -  |奥林匹克公园|580万|单价60417元/平米
海淀|奥林匹克公园|畅清园 东西向两居室 免税 学区房 地铁房|畅清园| | 2室1厅 | 73.27平米 | 东 西 | 精装|中楼层(共7层)  2000年建板楼  -  |奥林匹克公园|455万|单价62100元/平米
海淀|奥林匹克公园|澳林春天一期 精装三居室 南北通透 满五年唯一|澳林春天一期| | 3室2厅 | 109平米 | 南 北 | 精装|高楼层(共6层)  2000年建板楼  -  |奥林匹克公园|680万|单价62386元/平米
海淀|奥林匹克公园|澳林春天4期  稀缺4居室 满5唯一 双卧南向|澳林春天四期| | 4室2厅 | 155.11平米 | 南 北 | 精装|中楼层(共13层)  2002年建板楼  -  |奥林匹克公园|1380万|单价88970元/平米
海淀|奥林匹克公园|融域嘉园 精装大三居室 南北通透 高层观景 视野佳|融域嘉园| | 3室2厅 | 148.72平米 | 南 北 | 精装|高楼层(共15层)  2008年建板塔结合  -  |奥林匹克公园|1280万|单价86068元/平米
海淀|奥林匹克公园|澳林春天四期  南北通透 精装三居 |澳林春天四期| | 3室2厅 | 154.65平米 | 南 北 | 精装|低楼层(共13层)  2002年建板楼  -  |奥林匹克公园|1150万|单价74362元/平米
海淀|奥林匹克公园|复式经典4居3卫诚意出售，满五唯一，带一产权车位，|澳林春天六期| | 4室2厅 | 225.99平米 | 南 北 | 精装|高楼层(共6层)  2006年建板楼  -  |奥林匹克公园|1850万|单价81863元/平米
海淀|奥林匹克公园|紧邻公园南北通透 北师大附小配套 满五年唯一 |林萃路10号院| | 2室1厅 | 59.12平米 | 南 北 | 精装|高楼层(共6层)  1995年建板楼  -  |奥林匹克公园|398万|单价67321元/平米
海淀|奥林匹克公园|公园门口 南北通透三居室 满五年唯一 居住首选|世纪龙祥嘉园| | 3室1厅 | 123.49平米 | 南 北 | 精装|中楼层(共10层)  2004年建板楼  -  |奥林匹克公园|670万|单价54256元/平米
海淀|奥林匹克公园|汽修一厂 北师大学区 一层带自建，南北两居改三居|汽修一厂宿舍| | 2室1厅 | 52平米 | 南 北 | 简装|低楼层(共6层)  1984年建板楼  -  |奥林匹克公园|350万|单价67308元/平米
海淀|奥林匹克公园|美伦堡 全明格局 精装修可改三居室 学区房临公园|美伦堡| | 2室2厅 | 115平米 | 南 北 | 精装|中楼层(共14层)  2008年建板楼  -  |奥林匹克公园|920万|单价80000元/平米
海淀|奥林匹克公园|世茂稀缺观景 正对小区湖景 南北3居 诚心售 拎包入住|世茂奥临花园| | 3室2厅 | 217平米 | 南 北 | 精装|中楼层(共28层)  2006年建板塔结合  -  |奥林匹克公园|1150万|单价52996元/平米
海淀|奥林匹克公园|林萃路10号院 满五唯一小两居 紧邻公园 有钥匙|林萃路10号院| | 2室1厅 | 65.2平米 | 南 北 | 简装|高楼层(共6层)  1995年建板楼  -  |奥林匹克公园|410万|单价62884元/平米
海淀|奥林匹克公园|世纪龙祥嘉园 复式南北三居送露台 单价每平米37000元|世纪龙祥嘉园| | 4室2厅 | 156.53平米 | 南 西 北 | 简装|高楼层(共15层)  2001年建板楼  -  |奥林匹克公园|590万|单价37693元/平米
海淀|奥林匹克公园|澳林春天五期 东南三居室 北师大附小学区 紧邻公园|澳林春天五期| | 3室2厅 | 141.04平米 | 东 南 | 简装|低楼层(共24层)  2005年建塔楼  -  |奥林匹克公园|850万|单价60267元/平米
海淀|奥林匹克公园|国奥村，南北四居，一梯一户，紧邻公园和地铁刷卡入户|国奥村| | 4室2厅 | 244平米 | 南 北 西 | 精装|低楼层(共9层)  2008年建板楼  -  |奥林匹克公园|2074万|单价85000元/平米
海淀|奥林匹克公园|澳林春天六期 精装南北2居 已改3居 带南向小院|澳林春天六期| | 2室2厅 | 138.26平米 | 南 北 | 精装|低楼层(共7层)  2007年建板楼  -  |奥林匹克公园|1260万|单价91133元/平米
海淀|奥林匹克公园|畅清园 满五唯一 北师大附小学区房 南北通透|畅清园| | 2室2厅 | 99.44平米 | 南 北 | 简装|中楼层(共8层)  2001年建板楼  -  |奥林匹克公园|510万|单价51288元/平米
海淀|奥林匹克公园|倚林佳园 顶层复式带电梯 带一个产权车位|倚林佳园| | 4室2厅 | 177平米 | 南 北 | 精装|高楼层(共6层)  2002年建板楼  -  |奥林匹克公园|1580万|单价89266元/平米
海淀|奥林匹克公园|满五唯一 业主诚心出售 送南北双露台|澳林春天三期| | 6室2厅 | 209.4平米 | 东 南 北 | 精装|高楼层(共7层)  2003年建板楼  -  |奥林匹克公园|1200万|单价57307元/平米
海淀|奥林匹克公园|澳林春天三期 南北三居 学区房 紧邻公园 前后花园|澳林春天三期| | 3室2厅 | 137.56平米 | 南 北 | 精装|中楼层(共7层)  2003年建板楼  -  |奥林匹克公园|970万|单价70515元/平米
海淀|奥林匹克公园|满五年唯一 诚意出售 南北通透 高层采光|畅清园| | 2室2厅 | 73.05平米 | 南 北 | 简装|高楼层(共7层)  2001年建板楼  -  |奥林匹克公园|465万|单价63656元/平米
海淀|奥林匹克公园|世纪龙祥嘉园南北通透三居室，业主诚心出售|世纪龙祥嘉园| | 3室2厅 | 123平米 | 南 北 | 简装|中楼层(共15层)  2004年建板楼  -  |奥林匹克公园|670万|单价54472元/平米
海淀|奥林匹克公园|国奥村，南北四居室，一层带花园，位置好，紧邻地铁|国奥村| | 4室2厅 | 236平米 | 南 北 | 精装|低楼层(共9层)  2008年建板楼  -  |奥林匹克公园|1950万|单价82628元/平米
海淀|奥林匹克公园|万达大湖公馆优质3居，看房方便，中高楼层|万达大湖公馆| | 3室2厅 | 217平米 | 南 北 | 精装|中楼层(共21层)  2008年建板楼  -  |奥林匹克公园|1150万|单价52996元/平米
海淀|奥林匹克公园|上林世家  高层观景  视野好|上林世家| | 4室2厅 | 213平米 | 南 西 北 | 毛坯|高楼层(共18层)  2012年建板楼  -  |奥林匹克公园|1800万|单价84508元/平米
海淀|奥林匹克公园|裕瑞轩 精装大两居室 南北通透 可改三居室 免税|裕瑞轩| | 2室1厅 | 98平米 | 南 北 | 精装|高楼层(共15层)  2003年建板塔结合  -  |奥林匹克公园|550万|单价56123元/平米
海淀|奥林匹克公园|高楼层 可观整个奥森 正南正北 楼王位置|世茂奥临花园| | 4室3厅 | 295.44平米 | 南 北 | 精装|中楼层(共27层)  2008年建板塔结合  -  |奥林匹克公园|1900万|单价64311元/平米
海淀|奥林匹克公园|澳林观邸 一层送40平小院 满五唯一 得房率90%|澳林春天六期| | 2室2厅 | 134.86平米 | 南 北 | 精装|低楼层(共7层)  2007年建板楼  -  |奥林匹克公园|1150万|单价85274元/平米
海淀|奥林匹克公园|澳林春天四期顶层复式，上下两层7居，可看森林公园|澳林春天四期| | 7室3厅 | 302.43平米 | 东 南 北 | 精装|中楼层(共13层)  2002年建板楼  -  |奥林匹克公园|2080万|单价68777元/平米
海淀|奥林匹克公园|国奥村，南北四居室，一层带花园，紧邻地铁和公园|国奥村| | 4室2厅 | 230.58平米 | 南 北 | 精装|低楼层(共9层)  2008年建板楼  -  |奥林匹克公园|1960万|单价85004元/平米
海淀|奥林匹克公园|临近国家森林公园，北师大附小学区房，小区不临街安静|澳景花庭| | 4室1厅 | 114.61平米 | 南 北 | 简装|高楼层(共15层)  2004年建板楼  -  |奥林匹克公园|499万|单价43539元/平米
海淀|奥林匹克公园|楼王 动静分离 直观森林公园 南北通透 |世茂奥临花园| | 5室2厅 | 294.5平米 | 南 北 | 精装|低楼层(共27层)  2008年建板塔结合  -  |奥林匹克公园|2000万|单价67912元/平米
海淀|奥林匹克公园|小区唯一在售三居室 总价低 南北通透 观公园|世纪龙祥嘉园| | 3室2厅 | 122平米 | 南 北 | 简装|高楼层(共15层)  2004年建板楼  -  |奥林匹克公园|670万|单价54919元/平米
海淀|奥林匹克公园|世茂 西区 高层观景 全南两居室 |世茂奥临花园| | 2室2厅 | 117.41平米 | 南 | 精装|中楼层(共28层)  2006年建板塔结合  -  |奥林匹克公园|780万|单价66434元/平米
海淀|奥林匹克公园|13年新房，公园，地铁，学区房，正规四居室|上林世家| | 4室2厅 | 143平米 | 南 西 北 | 毛坯|低楼层(共18层)  2012年建板楼  -  |奥林匹克公园|950万|单价66434元/平米
海淀|奥林匹克公园|澳林春天三期 南北两居 紧邻公园 钥匙房源|澳林春天三期| | 2室2厅 | 117.87平米 | 南 北 | 简装|低楼层(共7层)  2003年建板楼  -  |奥林匹克公园|860万|单价72962元/平米
海淀|奥林匹克公园|国奥村 顶层加盖  满五唯一  上下两层复式 |国奥村| | 3室2厅 | 203平米 | 南 北 | 精装|高楼层(共6层)  2008年建板楼  -  |奥林匹克公园|2300万|单价113301元/平米
海淀|奥林匹克公园|倚林佳园 精装上叠 满五唯一 不临街|倚林佳园| | 5室2厅 | 209.79平米 | 南 北 | 精装|中楼层(共5层)  2002年建  -  |奥林匹克公园|1780万|单价84847元/平米
海淀|奥林匹克公园|澳林春天三期 全南2居 采光好 学区房 看房方便|澳林春天三期| | 2室2厅 | 78.56平米 | 南 | 精装|中楼层(共7层)  2003年建板楼  -  |奥林匹克公园|550万|单价70011元/平米
海淀|奥林匹克公园|澳景花庭3居 满五唯一 北京师范大学朝阳附属小学|澳景花庭| | 3室2厅 | 127.12平米 | 南 北 | 精装|中楼层(共11层)  2004年建板楼  -  |奥林匹克公园|880万|单价69226元/平米
海淀|奥林匹克公园|倚林佳园联排别墅满五年唯一送花园送露台|倚林佳园| | 4室2厅 | 246.87平米 | 南 北 | 精装|低楼层(共3层)  2003年建  -  |奥林匹克公园|2800万|单价113421元/平米
海淀|奥林匹克公园|国奥村诚售两居 满五年唯一 中间楼层 看房预约|国奥村| | 2室2厅 | 126.19平米 | 南 北 | 简装|中楼层(共6层)  2007年建板楼  -  |奥林匹克公园|1200万|单价95095元/平米
海淀|奥林匹克公园|高层一居室 满五年唯一 税少 西向正规一居|裕瑞轩| | 1室1厅 | 69.3平米 | 西 | 简装|高楼层(共15层)  2003年建板塔结合  -  |奥林匹克公园|430万|单价62050元/平米
