门头沟|滨河西区|滨河承泽苑   满五唯一  黄金地段|承泽苑| | 3室1厅 | 96.88平米 | 南 北 | 精装|低楼层(共6层)  2000年建板楼  -  |滨河西区|292万|单价30141元/平米
门头沟|滨河西区|门头沟滨河霁月圆复式房。看房方便|霁月园| | 4室2厅 | 204平米 | 南 北 | 精装|高楼层(共6层)  2006年建板楼  -  |滨河西区|450万|单价22059元/平米
门头沟|滨河西区|门头沟新桥南大街   中楼层的南北向的两居室出售中|新桥南大街| | 2室1厅 | 60.65平米 | 南 北 | 简装|中楼层(共6层)  1988年建板楼  -  |滨河西区|150万|单价24733元/平米
门头沟|滨河西区|成熟社区葡东小区 南北通透  精装修两居室  |葡东小区| | 2室1厅 | 73.13平米 | 南 北 | 精装|高楼层(共6层)  1995年建板楼  -  |滨河西区|180万|单价24614元/平米
门头沟|滨河西区|此房满五年唯一住房，层次好，采光好，房主诚心出售|门头沟月季园| | 2室1厅 | 90.09平米 | 南 | 简装|中楼层(共6层)  1992年建板楼  -  |滨河西区|235万|单价26086元/平米
门头沟|滨河西区|永兴小区 2室1厅 300万|永兴小区| | 2室1厅 | 97.68平米 | 东 西 | 其他|中楼层(共6层)  1996年建板楼  -  |滨河西区|300万|单价30713元/平米
门头沟|滨河西区|永兴嘉园   大开间   低楼层  交通便利|永兴嘉园| | 1室0厅 | 47.51平米 | 北 | 简装|低楼层(共14层)  2007年建塔楼  -  |滨河西区|130万|单价27363元/平米
门头沟|滨河西区|倚山嘉园 电梯房大一居室 原值高 后期成本小！|倚山嘉园| | 1室1厅 | 80.49平米 | 东 | 简装|低楼层(共13层)  2005年建板楼  -  |滨河西区|210万|单价26091元/平米
门头沟|滨河西区|滨河西区小一居室 低总价 适合单身人士居住！|霁月园| | 1室0厅 | 37.97平米 | 东 | 简装|低楼层(共6层)  2006年建板楼  -  |滨河西区|105万|单价27654元/平米
门头沟|滨河西区|熙旺中心 正规两室一厅，户型方正 看房方便|熙旺中心| | 2室1厅 | 92.5平米 | 西南 | 精装|中楼层(共25层)  2010年建塔楼  -  |滨河西区|148万|单价16000元/平米
门头沟|滨河西区|熙旺中心大开间 户型方正 总价低|熙旺中心| | 1室0厅 | 46.47平米 | 东 | 精装|高楼层(共26层)  2010年建塔楼  -  |滨河西区|72万|单价15494元/平米
门头沟|滨河西区|霁月园 纯南朝向 两室两厅 采光好|霁月园| | 2室1厅 | 97平米 | 南 | 简装|中楼层(共16层)  2006年建板楼  -  |滨河西区|256万|单价26392元/平米
门头沟|滨河西区|门头沟阜石路边，霁月圆 小两居。东西通透。|霁月园| | 2室1厅 | 65平米 | 东 西 | 简装|高楼层(共6层)  2006年建板楼  -  |滨河西区|165万|单价25385元/平米
门头沟|滨河西区|月季园东里一居室精装修 拎包入住 |月季园东里| | 1室1厅 | 41.67平米 | 南 | 精装|低楼层(共6层)  1993年建板楼  -  |滨河西区|120万|单价28798元/平米
门头沟|滨河西区|德露苑小区 简装 3室1厅 出售|德露苑| | 3室1厅 | 97.64平米 | 南 北 | 简装|低楼层(共6层)  1999年建板楼  -  |滨河西区|268万|单价27448元/平米
门头沟|滨河西区|霁月园东北向三居室 带电梯 看房方便|霁月园| | 3室1厅 | 88.53平米 | 东 北 | 简装|中楼层(共16层)  2006年建板楼  -  |滨河西区|270万|单价30499元/平米
门头沟|滨河西区|熙旺中心 1室0厅 90万|熙旺中心| | 1室0厅 | 66.49平米 | 北 | 精装|中楼层(共26层)  2010年建塔楼  -  |滨河西区|90万|单价13536元/平米
门头沟|滨河西区|阜石路出口交通方便可办执照不限购|熙旺中心| | 1室1厅 | 65.2平米 | 东 | 精装|高楼层(共26层)  2010年建塔楼  -  |滨河西区|90万|单价13804元/平米
门头沟|滨河西区|新桥南大街 南向两居 业主诚售|新桥南大街| | 2室1厅 | 62.34平米 | 南 | 简装|高楼层(共6层)  1986年建板楼  -  |滨河西区|135万|单价21656元/平米
门头沟|滨河西区|石龙北路26号院 两居南北通透 格局好 |石龙北路26号院| | 2室1厅 | 88.8平米 | 南 北 | 简装|高楼层(共6层)  1997年建板楼  -  |滨河西区|220万|单价24775元/平米
门头沟|滨河西区|永兴嘉园三居房主诚心出售看房方便|永兴嘉园| | 3室1厅 | 137.63平米 | 南 西 | 精装|低楼层(共14层)  2006年建塔楼  -  |滨河西区|360万|单价26158元/平米
门头沟|滨河西区|霁月园 4室2厅 460万|霁月园| | 4室2厅 | 173平米 | 南 北 | 其他|高楼层(共6层)  2006年建板楼  -  |滨河西区|460万|单价26590元/平米
门头沟|滨河西区|交通方便可办执照不限购购物方便。|熙旺中心| | 1室0厅 | 74.11平米 | 北 | 精装|高楼层(共25层)  2010年建塔楼  -  |滨河西区|100万|单价13494元/平米
门头沟|滨河西区|商住两用不限购 注册办公 正规一居|熙旺中心| | 1室1厅 | 75.19平米 | 东 | 精装|高楼层(共26层)  2010年建塔楼  -  |滨河西区|100万|单价13300元/平米
门头沟|滨河西区|熙旺中心正规一室一厅 户型方正 可注册办公 可居住|熙旺中心| | 1室1厅 | 69.7平米 | 北 | 精装|中楼层(共25层)  2010年建塔楼  -  |滨河西区|98万|单价14061元/平米
门头沟|滨河西区|熙旺中心 经典一居室，看房方便|熙旺中心| | 1室1厅 | 65平米 | 北 | 精装|中楼层(共26层)  2010年建塔楼  -  |滨河西区|95万|单价14616元/平米
门头沟|滨河西区|熙旺中心 开间精装 可拎包入住|熙旺中心| | 1室0厅 | 46.2平米 | 东北 | 精装|中楼层(共26层)  2010年建塔楼  -  |滨河西区|72万|单价15585元/平米
门头沟|滨河西区|熙旺中心 正规一室一厅 看房方便|熙旺中心| | 1室1厅 | 69.11平米 | 北 | 精装|高楼层(共25层)  2010年建塔楼  -  |滨河西区|115万|单价16641元/平米
门头沟|滨河西区|商住两用不限购 可注册办公 可居住 电梯房 精装|熙旺中心| | 2室1厅 | 92.5平米 | 东南 | 精装|高楼层(共25层)  2010年建塔楼  -  |滨河西区|150万|单价16217元/平米
门头沟|滨河西区|熙旺中心 1室0厅 76万|熙旺中心| | 1室0厅 | 47平米 | 东 | 其他|中楼层(共26层)  2010年建塔楼  -  |滨河西区|76万|单价16171元/平米
门头沟|滨河西区|熙旺中心 1室0厅 72万|熙旺中心| | 1室0厅 | 46平米 | 南 | 其他|高楼层(共26层)  2010年建塔楼  -  |滨河西区|72万|单价15653元/平米
门头沟|滨河西区|熙旺中心 1室1厅 125万|熙旺中心| | 1室1厅 | 77.25平米 | 东 北 | 精装|高楼层(共25层)  2010年建塔楼  -  |滨河西区|125万|单价16182元/平米
门头沟|滨河西区|葡东南区，低楼层，交通便利，看房提前联系|葡东南区| | 3室1厅 | 114.4平米 | 南 北 | 精装|低楼层(共6层)  2004年建板楼  -  |滨河西区|251万|单价21941元/平米
门头沟|滨河西区|含晖苑 南北通透三居 看房子随时|含晖苑| | 3室1厅 | 123.73平米 | 南 北 | 精装|高楼层(共6层)  2005年建板楼  -  |滨河西区|305万|单价24651元/平米
门头沟|滨河西区|月季园东里 南北通透 户型合理 环境好|月季园东里| | 2室1厅 | 57平米 | 南 北 | 简装|中楼层(共6层)  1994年建板楼  -  |滨河西区|150万|单价26316元/平米
门头沟|滨河西区|熙旺中心 正规一室一厅 采光好|熙旺中心| | 1室1厅 | 71.46平米 | 西南 | 精装|中楼层(共25层)  2010年建塔楼  -  |滨河西区|90万|单价12595元/平米
门头沟|滨河西区|房本满五年 唯一住房 精装修 黄金楼层 阜石路线|临镜苑| | 2室1厅 | 91.39平米 | 东 西 | 精装|中楼层(共18层)  2008年建板楼  -  |滨河西区|290万|单价31733元/平米
门头沟|滨河西区|含晖苑两居室    南北通透     精装修|含晖苑| | 2室1厅 | 89.49平米 | 南 北 | 精装|高楼层(共6层)  2005年建板楼  -  |滨河西区|258万|单价28831元/平米
门头沟|滨河西区|熙旺中心 1室1厅 110万|熙旺中心| | 1室1厅 | 65.89平米 | 南 | 其他|高楼层(共26层)  2010年建塔楼  -  |滨河西区|110万|单价16695元/平米
门头沟|滨河西区|熙旺中心 不限购 正规一居室 低首付|熙旺中心| | 1室1厅 | 69.37平米 | 东 | 其他|中楼层(共25层)  2010年建塔楼  -  |滨河西区|100万|单价14416元/平米
门头沟|滨河西区|滨河路3号院，东西通透 两居室，|滨河路3号| | 2室1厅 | 70.12平米 | 东 西 | 其他|低楼层(共6层)  1995年建板楼  -  |滨河西区|195万|单价27810元/平米
门头沟|滨河西区|石龙北路20号院，高楼层，位置好，交通便利|石龙北路20号院| | 2室1厅 | 73平米 | 南 西 北 | 简装|高楼层(共6层)  1995年建板楼  -  |滨河西区|198万|单价27124元/平米
门头沟|滨河西区|熙旺中心 1室1厅 110万|熙旺中心| | 1室1厅 | 70平米 | 东北 | 精装|高楼层(共25层)  2010年建塔楼  -  |滨河西区|110万|单价15715元/平米
门头沟|滨河西区|熙旺中心 经典开间一居室，精装修，采光好|熙旺中心| | 1室0厅 | 47平米 | 南 西 | 精装|中楼层(共26层)  2010年建塔楼  -  |滨河西区|66万|单价14043元/平米
门头沟|滨河西区|阜石路出口交通方便可办执照不限购|熙旺中心| | 1室0厅 | 51平米 | 南 | 精装|高楼层(共25层)  2010年建塔楼  -  |滨河西区|70万|单价13726元/平米
门头沟|滨河西区|阜石路出口交通方便可办执照不限购|熙旺中心| | 1室0厅 | 51平米 | 南 | 精装|高楼层(共25层)  2010年建塔楼  -  |滨河西区|70万|单价13726元/平米
门头沟|滨河西区|南向一居室 明厨明卫 满五非唯一公房 黄金楼层|门头沟月季园| | 1室1厅 | 45.66平米 | 南 | 精装|中楼层(共6层)  1989年建板楼  -  |滨河西区|118万|单价25844元/平米
门头沟|滨河西区|熙旺中心 1室1厅 145万|熙旺中心| | 1室1厅 | 80平米 | 北 | 其他|中楼层(共26层)  2010年建塔楼  -  |滨河西区|145万|单价18125元/平米
门头沟|滨河西区|熙旺中心 1室1厅 115万|熙旺中心| | 1室1厅 | 79平米 | 东北 | 精装|中楼层(共26层)  2010年建塔楼  -  |滨河西区|115万|单价14557元/平米
门头沟|滨河西区|熙旺中心 1室1厅 100万|熙旺中心| | 1室1厅 | 73.82平米 | 西 | 精装|中楼层(共25层)  2010年建塔楼  -  |滨河西区|100万|单价13547元/平米
门头沟|滨河西区|熙旺中心 商住两用 不限购 可注册|熙旺中心| | 1室0厅 | 46.29平米 | 东 | 其他|中楼层(共26层)  2010年建塔楼  -  |滨河西区|70万|单价15123元/平米
门头沟|滨河西区|熙旺中心 1室1厅 96万|熙旺中心| | 1室1厅 | 69平米 | 北 | 精装|中楼层(共25层)  2010年建塔楼  -  |滨河西区|96万|单价13914元/平米
门头沟|滨河西区|熙旺中心 2室1厅 183万|熙旺中心| | 2室1厅 | 122.49平米 | 西北 | 其他|高楼层(共25层)  2010年建塔楼  -  |滨河西区|183万|单价14940元/平米
门头沟|滨河西区|温馨小居室 纯南向 采光好 中楼层|门头沟月季园| | 1室1厅 | 45.79平米 | 南 | 简装|中楼层(共6层)  1989年建板楼  -  |滨河西区|140万|单价30575元/平米
门头沟|滨河西区|承泽苑 3室1厅 245万|承泽苑| | 3室1厅 | 96.88平米 | 南 北 | 其他|高楼层(共6层)  2000年建板楼  -  |滨河西区|245万|单价25290元/平米
门头沟|滨河西区|熙旺中心 1室1厅 105万|熙旺中心| | 1室1厅 | 74.14平米 | 西 | 精装|中楼层(共25层)  2010年建塔楼  -  |滨河西区|105万|单价14163元/平米
门头沟|滨河西区|可注册办公的大开间  楼前无遮挡 视线开阔|熙旺中心| | 1室0厅 | 66.7平米 | 东 | 精装|高楼层(共26层)  2010年建塔楼  -  |滨河西区|100万|单价14993元/平米
门头沟|滨河西区|门城地表建筑，熙旺双塔 不限购 交通便利，配套繁华|熙旺中心| | 1室1厅 | 69.37平米 | 东 | 其他|中楼层(共25层)  2010年建塔楼  -  |滨河西区|100万|单价14416元/平米
门头沟|滨河西区|熙旺中心 商住两用 不限购 可注册|熙旺中心| | 1室0厅 | 46.3平米 | 南 | 简装|中楼层(共26层)  2010年建塔楼  -  |滨河西区|70万|单价15119元/平米
门头沟|滨河西区|熙旺中心 1室1厅 116万|熙旺中心| | 1室1厅 | 77.33平米 | 东北 | 其他|高楼层(共25层)  2010年建塔楼  -  |滨河西区|116万|单价15001元/平米
门头沟|滨河西区|双峪路小区 小三居 户型方正 交通便利|双峪路小区| | 3室0厅 | 56.69平米 | 南 北 | 毛坯|中楼层(共5层)  1985年建板楼  -  |滨河西区|150万|单价26460元/平米
门头沟|滨河西区|倚山嘉园 1室1厅 210万|倚山嘉园| | 1室1厅 | 80.49平米 | 东 西 | 简装|高楼层(共13层)  2005年建板楼  -  |滨河西区|210万|单价26091元/平米
门头沟|滨河西区|倚山嘉园带电梯复式    紧邻阜石路    楼层好|倚山嘉园| | 5室2厅 | 290平米 | 南 北 | 其他|高楼层(共6层)  2008年建板楼  -  |滨河西区|600万|单价20690元/平米
门头沟|滨河西区|阜石路出口可办执照不限购购物方便|熙旺中心| | 1室0厅 | 47平米 | 南 | 精装|中楼层(共26层)  2010年建塔楼  -  |滨河西区|70万|单价14894元/平米
门头沟|滨河西区|熙旺中心 不限购，居住办公均可|熙旺中心| | 1室1厅 | 72平米 | 东 | 其他|中楼层(共25层)  2010年建塔楼  -  |滨河西区|100万|单价13889元/平米
门头沟|滨河西区|熙旺中心  精装修 经典一居室  户型方正|熙旺中心| | 1室1厅 | 72平米 | 东 | 其他|中楼层(共25层)  2010年建塔楼  -  |滨河西区|100万|单价13889元/平米
门头沟|滨河西区|熙旺中心 1室1厅 120万|熙旺中心| | 1室1厅 | 74.37平米 | 西南 | 其他|高楼层(共25层)  2010年建塔楼  -  |滨河西区|120万|单价16136元/平米
门头沟|滨河西区|熙旺中心 1室0厅 80万|熙旺中心| | 1室0厅 | 45.68平米 | 东南 | 其他|中楼层(共26层)  2010年建塔楼  -  |滨河西区|80万|单价17514元/平米
门头沟|滨河西区|熙旺中心 1室0厅 95万|熙旺中心| | 1室0厅 | 51平米 | 北 | 其他|中楼层(共26层)  2010年建塔楼  -  |滨河西区|95万|单价18628元/平米
门头沟|滨河西区|绮霞苑 2室1厅 260万|绮霞苑| | 2室1厅 | 84.64平米 | 南 北 | 其他|中楼层(共6层)  2003年建板楼  -  |滨河西区|260万|单价30719元/平米
门头沟|滨河西区|霁月园 4室1厅 450万|霁月园| | 4室1厅 | 152.48平米 | 南 北 | 其他|低楼层(共16层)  2006年建板楼  -  |滨河西区|450万|单价29513元/平米
门头沟|滨河西区|葡东小区 2室1厅 215万|葡东小区| | 2室1厅 | 73.13平米 | 南 北 | 其他|低楼层(共6层)  1995年建板楼  -  |滨河西区|215万|单价29400元/平米
门头沟|滨河西区|熙旺中心   一居室    商住两用|熙旺中心| | 1室0厅 | 66.98平米 | 东 北 | 精装|中楼层(共26层)  2010年建塔楼  -  |滨河西区|118万|单价17618元/平米
门头沟|滨河西区|霁月园东向正规一室一厅     精装修|霁月园| | 1室1厅 | 57平米 | 东 | 其他|中楼层(共6层)  2006年建板楼  -  |滨河西区|175万|单价30702元/平米
门头沟|滨河西区|此房是北向开间 总价低 楼层好  |永兴嘉园| | 1室0厅 | 48平米 | 北 | 其他|中楼层(共14层)  2007年建塔楼  -  |滨河西区|145万|单价30209元/平米
门头沟|滨河西区|熙旺中心 1室1厅 123万|熙旺中心| | 1室1厅 | 76.98平米 | 西南 | 其他|中楼层(共25层)  2010年建塔楼  -  |滨河西区|123万|单价15979元/平米
门头沟|滨河西区|绮霞苑 2室1厅 245万|绮霞苑| | 2室1厅 | 74平米 | 南 北 | 其他|高楼层(共6层)  2003年建板楼  -  |滨河西区|245万|单价33109元/平米
门头沟|滨河西区|霁月园 南北通透 四居室 三面采光|霁月园| | 4室1厅 | 133.42平米 | 南 北 | 精装|中楼层(共6层)  2006年建板楼  -  |滨河西区|400万|单价29981元/平米
门头沟|滨河西区|阜石路出口交通方便可办执照不限购|熙旺中心| | 1室1厅 | 69.48平米 | 东 北 | 精装|中楼层(共25层)  2010年建塔楼  -  |滨河西区|100万|单价14393元/平米
门头沟|滨河西区|阜石路出口交通方便可办执照不限购|熙旺中心| | 1室1厅 | 69.38平米 | 东 北 | 精装|中楼层(共25层)  2010年建塔楼  -  |滨河西区|100万|单价14414元/平米
门头沟|滨河西区|南北通透      楼龄新       集中供暖     |含晖苑| | 3室2厅 | 125.76平米 | 南 北 | 其他|高楼层(共6层)  2005年建板楼  -  |滨河西区|305万|单价24253元/平米
门头沟|滨河西区|熙旺中心 阜石路出口南向开间 采光好|熙旺中心| | 1室0厅 | 46.3平米 | 南 | 精装|中楼层(共26层)  2010年建塔楼  -  |滨河西区|75万|单价16199元/平米
