顺义|北七家|海德堡联排别墅  精装修拎包入住 前后花园区中心位置|海德堡花园| | 5室2厅 | 202.68平米 | 南 北 | 精装|低楼层(共4层)  1999年建  -  |北七家|695万|单价34291元/平米
顺义|北七家|十佳物业，南北双通透，一层带花园|望都家园| | 2室2厅 | 111平米 | 南 北 | 精装|低楼层(共6层)  2002年建板楼  -  |北七家|400万|单价36037元/平米
顺义|北七家|西湖新村  6+7复式    满五唯一|西湖新村| | 4室1厅 | 185.01平米 | 南 | 简装|高楼层(共7层)  1998年建板楼  -  |北七家|360万|单价19459元/平米
顺义|北七家|北京洋房，精装修，中叠户型，业主诚心出售。|北京洋房| | 3室2厅 | 180平米 | 东 南 西 | 精装|中楼层(共7层)  2007年建  -  |北七家|580万|单价32223元/平米
顺义|北七家|满五年唯一商品房三居，南北通透，离地铁4站地|温泉花园B区| | 3室2厅 | 148.93平米 | 南 北 | 简装|高楼层(共6层)  1999年建板楼  -  |北七家|240万|单价16115元/平米
顺义|北七家|名佳花园三区满五年唯一 采光好 业主诚售|名佳花园三区| | 2室1厅 | 84平米 | 南 北 | 简装|高楼层(共6层)  2005年建板楼  -  |北七家|265万|单价31548元/平米
顺义|北七家|低楼层公寓楼，满五年，不唯一，把边户，带花园，|八仙别墅仙霞东里| | 3室2厅 | 141.8平米 | 南 北 | 其他|低楼层(共5层)    -  |北七家|350万|单价24683元/平米
顺义|北七家|满五年唯一，三朝南商品房四居，离地铁4站地|温泉花园A区| | 4室2厅 | 186平米 | 南 北 | 精装|中楼层(共6层)  1995年建板楼  -  |北七家|298万|单价16022元/平米
顺义|北七家|王府国际学校西边王府花园独栋别墅满五唯一住房|王府园中园三区| | 5室2厅 | 236平米 | 南 北 | 简装|低楼层(共2层)  1998年建  -  |北七家|890万|单价37712元/平米
顺义|北七家|1+2复式5居，满五年唯一，精装修，带花园，有车库|温泉花园A区| | 5室3厅 | 252.31平米 | 南 北 | 精装|低楼层(共4层)  1995年建板楼  -  |北七家|530万|单价21006元/平米
顺义|北七家|  黄金楼层  经典眼睛房户型 南北通透采光好|王府温馨公寓| | 3室2厅 | 143平米 | 南 北 | 简装|中楼层(共6层)  1999年建板楼  -  |北七家|270万|单价18882元/平米
顺义|北七家|温泉花园下叠  诚意出售。1层带花园|温泉花园A区| | 4室2厅 | 252平米 | 南 北 | 简装|低楼层(共4层)  1995年建板楼  -  |北七家|450万|单价17858元/平米
顺义|北七家|桃花苑 别墅区的公寓楼 满五唯一 复试送露台 全明格局|桃花苑| | 6室2厅 | 175.6平米 | 南 北 | 简装|高楼层(共6层)  1995年建板楼  -  |北七家|330万|单价18793元/平米
顺义|北七家|经典三居室，豪华装修，黄金二层，满五唯一|蓬莱公寓西区| | 3室2厅 | 146平米 | 南 北 | 精装|低楼层(共6层)  1999年建板楼  -  |北七家|345万|单价23631元/平米
顺义|北七家|东方普罗旺斯617平独栋 花园400平 豪华装修|东方普罗旺斯二期| | 7室4厅 | 617平米 | 东 南 西 北 | 精装|低楼层(共2层)    -  |北七家|3600万|单价58347元/平米
顺义|北七家|低楼层三居眼镜房 满五唯一免税|望都家园| | 3室2厅 | 142平米 | 南 北 | 精装|低楼层(共6层)  2001年建板楼  -  |北七家|436万|单价30705元/平米
顺义|北七家|精装两居室，黄金三层，满五唯一，全明格局|名佳花园四区| | 2室2厅 | 90.15平米 | 南 北 | 精装|中楼层(共6层)  2003年建板楼  -  |北七家|260万|单价28841元/平米
顺义|北七家|满五唯一  一居室户型 南北双通透采光好  总价低 |蓬莱公寓东区| | 1室1厅 | 86平米 | 南 北 | 精装|中楼层(共6层)  2001年建板楼  -  |北七家|220万|单价25582元/平米
顺义|北七家|名佳花园三区三层大三居，南北通透|名佳花园三区| | 3室2厅 | 144.74平米 | 南 北 | 精装|中楼层(共6层)  2004年建板楼  -  |北七家|330万|单价22800元/平米
顺义|北七家|王府温馨公寓 顶层三居室 简单装修 商品房 满五唯一|王府温馨公寓| | 3室2厅 | 131平米 | 南 北 | 简装|高楼层(共6层)  1999年建板楼  -  |北七家|270万|单价20611元/平米
顺义|北七家|名流花园欧风苑精装复式三居室 送露台60平|名流花园| | 3室2厅 | 155.74平米 | 东南 | 精装|高楼层(共6层)  1998年建板楼  -  |北七家|350万|单价22474元/平米
顺义|北七家|精装修  南北通透 双卧朝南整个三居室|温泉花园A区| | 3室2厅 | 172平米 | 南 北 | 精装|高楼层(共5层)  1995年建板楼  -  |北七家|360万|单价20931元/平米
顺义|北七家|南北通透两居室，满五唯一免税，楼层好|蓬莱公寓东区| | 2室2厅 | 129平米 | 南 北 | 精装|中楼层(共6层)  2001年建板楼  -  |北七家|320万|单价24807元/平米
顺义|北七家|满五年唯一 南北通通 客厅卧室朝南三居室 看房方便|温泉花园A区| | 3室1厅 | 125.9平米 | 南 北 | 简装|高楼层(共6层)  1995年建板楼  -  |北七家|260万|单价20652元/平米
顺义|北七家|满五唯一 户型好 温泉花园大两居室|温泉花园A区| | 2室2厅 | 144.8平米 | 南 北 | 精装|高楼层(共6层)  1995年建板楼  -  |北七家|290万|单价20028元/平米
顺义|北七家|望都新地，精装修三居室，拎包入住，看房随时|望都新地| | 3室2厅 | 178平米 | 南 北 | 其他|高楼层(共6层)  2008年建板楼  -  |北七家|430万|单价24158元/平米
顺义|北七家|精装修  南北通透四居室  视野宽阔|王府温馨公寓| | 4室2厅 | 180平米 | 南 北 | 精装|高楼层(共6层)  1999年建板楼  -  |北七家|360万|单价20000元/平米
顺义|北七家|名佳花园 南北通透 精装大三居|名佳花园| | 3室1厅 | 150.87平米 | 南 北 | 精装|高楼层(共6层)  2001年建板楼  -  |北七家|320万|单价21211元/平米
顺义|北七家|西湖新村 商品房 6+7复式 精装修 送露台|西湖新村| | 4室2厅 | 235平米 | 南 北 | 简装|中楼层(共6层)  2000年建板楼  -  |北七家|490万|单价20852元/平米
顺义|北七家|温泉花园A区 南北通透大三居 业主业主诚心出售|温泉花园A区| | 3室2厅 | 172.68平米 | 南 北 | 精装|中楼层(共5层)  1995年建板楼  -  |北七家|350万|单价20269元/平米
顺义|北七家|温泉花园B区三居室，双通透户型，通风采光好|温泉花园B区| | 3室2厅 | 141.69平米 | 南 北 | 其他|高楼层(共6层)  1999年建板楼  -  |北七家|280万|单价19762元/平米
顺义|北七家|西湖新村 南北通透 满五唯一 诚意出售四居室				|西湖新村| | 4室2厅 | 278.52平米 | 南 北 | 精装|中楼层(共7层)  2000年建板楼  -  |北七家|450万|单价16157元/平米
顺义|北七家|紧临未来科技城  830平米 独栋别墅|八仙别墅仙霞东里| | 6室2厅 | 830平米 | 南 | 毛坯|低楼层(共2层)  2001年建  -  |北七家|1800万|单价21687元/平米
顺义|北七家|温泉花园3+4错层  南北通透  满五唯一|温泉花园A区| | 3室2厅 | 138平米 | 南 北 | 简装|中楼层(共6层)  1997年建板楼  -  |北七家|300万|单价21740元/平米
顺义|北七家|精装修 满五年唯一 无遮挡 视野好|桃园公寓| | 3室2厅 | 142平米 | 南 北 | 精装|中楼层(共7层)  1997年建板楼  -  |北七家|268万|单价18874元/平米
顺义|北七家|科技城 西湖新村 满五唯一 复式大三居|西湖新村| | 4室1厅 | 161.83平米 | 南 北 | 简装|高楼层(共7层)  1999年建板楼  -  |北七家|310万|单价19156元/平米
顺义|北七家|温泉花园满五年唯一二层三居室，双卧客厅朝南|温泉花园A区| | 3室2厅 | 172.26平米 | 南 北 | 精装|中楼层(共5层)  1995年建板楼  -  |北七家|300万|单价17416元/平米
顺义|北七家|王府温馨公寓：精装复式， 南北双通透 ，满五年唯一 |王府温馨公寓| | 5室3厅 | 191平米 | 南 北 | 精装|高楼层(共6层)  1999年建板楼  -  |北七家|355万|单价18587元/平米
顺义|北七家|北七家 温泉花园 双卧朝南 满五唯一  付款灵活|温泉花园A区| | 2室1厅 | 90.22平米 | 南 北 | 简装|中楼层(共6层)  1997年建板楼  -  |北七家|220万|单价24385元/平米
顺义|北七家|一层南北向两居室 送南向花园25平|名佳花园三区| | 2室1厅 | 83.51平米 | 南 北 | 简装|低楼层(共6层)  2005年建板楼  -  |北七家|299万|单价35805元/平米
顺义|北七家|低楼层    精装修   满五唯一|北亚花园| | 3室1厅 | 109平米 | 南 北 | 简装|低楼层(共6层)  1999年建板楼  -  |北七家|270万|单价24771元/平米
顺义|北七家|沙河 一层两居室 首付低 总价低 居住首选|沙河药材仓库宿舍| | 2室1厅 | 65.46平米 | 南 北 | 精装|低楼层(共6层)  板楼  -  |北七家|170万|单价25971元/平米
顺义|北七家|蓬莱公寓低楼层三居室户型，满五唯一|蓬莱公寓西区| | 3室2厅 | 128.62平米 | 南 北 | 其他|中楼层(共6层)  1999年建板楼  -  |北七家|300万|单价23325元/平米
顺义|北七家|温泉花园精装正规三居室 2层低楼层满五年唯一|温泉花园A区| | 3室2厅 | 126平米 | 南 北 | 简装|低楼层(共6层)  1995年建板楼  -  |北七家|276万|单价21905元/平米
顺义|北七家|名佳花园三区，，免税，中间楼层两居室，出行方便|名佳花园三区| | 2室1厅 | 91.3平米 | 南 北 | 其他|高楼层(共6层)  2004年建板楼  -  |北七家|275万|单价30121元/平米
顺义|北七家|蓬莱公寓西区 精装二层两居 南北通透 满五唯一|蓬莱公寓西区| | 2室2厅 | 118平米 | 南 北 | 精装|低楼层(共6层)  1999年建板楼  -  |北七家|280万|单价23729元/平米
顺义|北七家|黄金三层 精装修大两居 南北通透 |燕城苑南区| | 2室2厅 | 95平米 | 南 北 | 精装|中楼层(共6层)  2000年建板楼  -  |北七家|253万|单价26632元/平米
顺义|北七家|黄金楼层两居 F1户型 满五年唯一 十佳物业|望都家园| | 2室2厅 | 89平米 | 南 北 | 简装|中楼层(共6层)  2000年建板楼  -  |北七家|310万|单价34832元/平米
顺义|北七家|未来科技城南区平西王府医院东美树假日嘉园联排别墅|美树假日嘉园| | 5室2厅 | 219平米 | 南 北 | 毛坯|低楼层(共3层)  2004年建  -  |北七家|700万|单价31964元/平米
顺义|北七家|望都新地南北通透大两居室满5唯一|望都新地| | 2室1厅 | 114平米 | 南 北 | 简装|高楼层(共6层)  2008年建板楼  -  |北七家|320万|单价28071元/平米
顺义|北七家|燕城苑南区 商品房 三居室 落地窗 免税房|燕城苑南区| | 2室1厅 | 104平米 | 南 北 | 简装|高楼层(共6层)  2000年建板楼  -  |北七家|250万|单价24039元/平米
顺义|北七家|美树假日嘉园 3+4层上叠 商品房 满五年|美树假日嘉园| | 3室2厅 | 172.28平米 | 南 北 | 简装|中楼层(共4层)  2003年建  -  |北七家|475万|单价27572元/平米
顺义|北七家|名流花园二层两居不临街不把边满五唯一|名流花园| | 2室2厅 | 97平米 | 南 北 | 其他|低楼层(共6层)  1998年建板楼  -  |北七家|250万|单价25774元/平米
顺义|北七家|北京太阳城一层带花园  南北通透  满二唯一 |北京太阳城老年公寓| | 2室2厅 | 113平米 | 南 北 | 精装|低楼层(共6层)  2007年建板楼  -  |北七家|300万|单价26549元/平米
顺义|北七家|北京太阳城老年公寓，电梯板楼三居室，采光充足|北京太阳城老年公寓| | 3室2厅 | 170平米 | 东南 | 精装|中楼层(共6层)  2007年建板楼  -  |北七家|390万|单价22942元/平米
顺义|北七家|西湖新村 商品房 超大一居 可改两居 精装 |西湖新村| | 1室1厅 | 102.89平米 | 南 北 | 精装|高楼层(共7层)  1998年建板楼  -  |北七家|235万|单价22840元/平米
顺义|北七家|北亚花园东西向两居室 满五年唯一|北亚花园| | 2室2厅 | 91.56平米 | 东 西 | 精装|中楼层(共6层)  2002年建板楼  -  |北七家|260万|单价28397元/平米
顺义|北七家|温泉花园 南北通透 满五唯一两居室				|温泉花园B区| | 2室1厅 | 80.99平米 | 南 北 | 精装|高楼层(共6层)  1998年建板楼  -  |北七家|235万|单价29016元/平米
顺义|北七家|名佳花园经典大三居  满五唯一  采光好 南北通透|名佳花园| | 3室1厅 | 150.87平米 | 南 北 | 简装|高楼层(共6层)  2001年建板楼  -  |北七家|310万|单价20548元/平米
顺义|北七家|诚心出售 满五年唯一住房商品房70年产权|温泉花园B区| | 2室1厅 | 132.8平米 | 南 北 | 简装|高楼层(共6层)  1999年建板楼  -  |北七家|245万|单价18449元/平米
顺义|北七家|燕城苑南区满五唯一三居室，南北通透|燕城苑南区| | 3室1厅 | 110平米 | 南 北 | 简装|高楼层(共6层)  1998年建板楼  -  |北七家|240万|单价21819元/平米
顺义|北七家|商满五年唯一，低楼层，精装修，南北通透。|海德堡花园| | 2室2厅 | 106平米 | 南 北 | 其他|中楼层(共5层)  2002年建板楼  -  |北七家|360万|单价33963元/平米
顺义|北七家|科技城 望都新地 满五唯一 89平精装两居|望都新地| | 2室1厅 | 89.71平米 | 南 北 | 精装|高楼层(共6层)  2008年建板楼  -  |北七家|320万|单价35671元/平米
顺义|北七家|黄金四层 精装三居  全明格局 拎包入住|燕城苑南区| | 3室1厅 | 141.83平米 | 南 北 | 精装|中楼层(共6层)  2000年建板楼  -  |北七家|300万|单价21153元/平米
顺义|北七家|满五唯一大三居 户型方正把边采光好 精装修拎包入住|燕城苑北区| | 3室1厅 | 132平米 | 南 北 | 简装|高楼层(共6层)  2000年建板楼  -  |北七家|293万|单价22197元/平米
顺义|北七家|名流花园 中间楼层两居室 免税 拎包入住|名流花园| | 2室1厅 | 75平米 | 南 北 | 简装|高楼层(共6层)  1998年建板楼  -  |北七家|235万|单价31334元/平米
顺义|北七家|一层带花园 南北通透 满五唯一|温泉花园A区| | 3室2厅 | 130平米 | 南 北 | 精装|低楼层(共6层)  1997年建板楼  -  |北七家|348万|单价26770元/平米
顺义|北七家|王府花园 联排别墅  商品房 送花园50平米 拎包入住 |王府花园| | 3室2厅 | 136平米 | 东 北 | 精装|低楼层(共3层)  1997年建  -  |北七家|350万|单价25736元/平米
顺义|北七家|名佳花园三区，南北双通透二居，黄金楼层|名佳花园三区| | 2室1厅 | 107.78平米 | 南 北 | 精装|中楼层(共5层)  2004年建板楼  -  |北七家|315万|单价29227元/平米
顺义|北七家|黄金一层  全明格局 精装修 满五唯一|燕城苑南区| | 3室1厅 | 115平米 | 南 北 | 精装|低楼层(共6层)  1999年建板楼  -  |北七家|285万|单价24783元/平米
顺义|北七家|北京太阳城老年公寓两居室 满五唯一 临水系|北京太阳城老年公寓| | 2室1厅 | 113平米 | 南 北 | 精装|低楼层(共6层)  2007年建板楼  -  |北七家|241万|单价21328元/平米
顺义|北七家|名流花园商品房小区，满五年唯一|名流花园| | 2室1厅 | 94平米 | 东 南 | 其他|高楼层(共6层)  1998年建板楼  -  |北七家|260万|单价27660元/平米
顺义|北七家|燕城苑南区三居室 满五唯一 南北通透|燕城苑南区| | 3室2厅 | 107.1平米 | 南 北 | 精装|高楼层(共6层)  1998年建板楼  -  |北七家|255万|单价23810元/平米
顺义|北七家|温哥华森林 独栋别墅 南入户 北花园 看房方便|温哥华森林| | 5室3厅 | 384.18平米 | 南 西 北 | 精装|低楼层(共2层)    -  |北七家|1000万|单价26030元/平米
顺义|北七家|温泉花园B区 精装修 南北通透采光好 |温泉花园B区| | 2室1厅 | 80.07平米 | 南 北 | 精装|高楼层(共6层)  1997年建板楼  -  |北七家|235万|单价29350元/平米
